plot	feature_ID	N tissues differential																					
	SM(d34:0)_feature1	2																					
	SM(d39:1)_M+H2CO2_feature1	2																					
	SM(d39:1)_feature2	2																					
	TG(53:2)_M+NH3_feature4	2																					
	TG(57:3)_M+NH3_feature1	2																					
	TG(58:6)_M+NH3_feature3	2																					
	UDP-galactose	2																					
	C36:3 PE plasmalogen	2																					
	Car(16:1)	2																					
	LPC(20:3)_b	2																					
	PC(28:0)	2																					
	cAMP	2																					
	1-Methylhistidine	2																					
	4-acetamidobutanoate	2																					
	Hydroxylysine	2																					
	PE(O-34:5)>PE(O-17:1/20:4)_feature2	2																					
	TG(60:3)_M+NH3_feature1	2																					
	Car(16:1)_feature1	2																					
	Car(16:2)_feature1	2																					
	CoA(14:1)	2																					
	CoA(20:4)	2																					
	CoA(22:4)	2																					
	CoA(9:1)	2																					
	LPE(18:0)>LPE(18:0/0:0)_and_LPE(0:0/18:0)_feature1and2	2																					
	PC(31:0)_feature1	2																					
	PC(32:1)_feature3	2																					
	PC(42:6)_feature2	2																					
	PC(42:8)_feature3	2																					
	PC(O-36:5)_feature5	2																					
	PE(36:1)>PE(18:0_18:1)_feature3	2																					
	PE(38:5)>PE(18:1_20:4)_feature3	2																					
	PE(38:5)_feature2	2																					
	S-AMP	2																					
	SM(d43:1)_feature1	2																					
	TG(48:3)_M+NH3_feature2	2																					
	TG(51:2)>TG(15:0_18:1_18:1)_and_TG(16:0_17:1_18:1)_and_TG(16:1_17:0_18:1)_M+NH3_feature2	2																					
	TG(52:7)_M+NH3_feature2	2																					
	phenylalanine-d8	2																					
	Car(8:0-OH)	2																					
	Glucose	2																					
	PE(O-38:7)>PE(O-16:1/22:6)_and_PE(O-20:7/18:0)_feature2	2																					
	SM(d38:2)_feature1	2																					
	LPC(20:5)_feature1and2	2																					
	Pipecolic acid	2																					
	SM(d42:1)_feature2	2																					
	TG(54:5)>TG(18:1_18:2_18:2)_M+NH3_feature1	2																					
	C8 carnitine	2																					
	C20:3 LPC	2																					
	2-aminoheptanoate	2																					
	C16 carnitine	2																					
	C18:2 carnitine	2																					
	C20 carnitine	2																					
	C20:1 LPE	2																					
	C34:1 DAG	2																					
	C4-OH carnitine	2																					
	allantoin	2																					
	argininosuccinate	2																					
	butyrobetaine	2																					
	glutamate	2																					
	histamine	2																					
	phenylacetylglycine	2																					
	phosphocholine	2																					
	2-Hydroxyglutarate	2																					
	C18:2 LPC A	2																					
	Cer(d18:1/16:0)	2																					
	NADP+	2																					
	PC(40:5)>PC(18:0_22:5)_M+H2CO2_feature3	2																					
	PS(40:5)_feature2	2																					
	TG(38:1)>TG(4:0_16:0_18:1)_feature3	2																					
	TG(44:1)>TG(10:0_16:0_18:1)_feature3	2																					
	TG(48:1)>TG(16:0_16:0_16:1)_and_TG(14:0_16:0_18:1)_feature3	2																					
	TG(48:3)_M+NH3_feature1	2																					
	TG(51:3)>TG(15:0_18:1_18:2)_and_TG(16:0_17:1_18:2)_and_TG(16:1_17:1_18:1)_feature3	2																					
	UDP	2																					
	UTP	2																					
	citrate+isocitrate	2																					
	erythrose 4-phosphate	2																					
	phosphoserine	2																					
	C2 carnitine	2																					
	alpha-glycerophosphocholine	2																					
	homocysteine	2																					
	C30:0 PC	2																					
	CAR(3:0)	2																					
	Cer(d40:1)_M+H2CO2_feature1	2																					
	Cer(d42:3)_feature2	2																					
	CoA(10:3)	2																					
	GTP	2																					
	PC(39:4)>PC(19:0_20:4)_M+H2CO2_feature5	2																					
	PE(38:5)>PE(16:0_22:5)_and_PE(18:1_20:4)_feature3	2																					
	PE(38:5)>PE(16:0_22:5)_and_PE(38:5)>PE(18:1_20:4)_feature3	2																					
	PE(38:5)_feature5	2																					
	PE(38:6)_feature3	2																					
	PE(O-40:7)>PE(O-18:1/22:6)_feature6	2																					
	PS(O-40:7)>PS(O-18:3/22:4)_feature1	2																					
	SM(d44:1)_feature1	2																					
	TG(53:3)>TG(17:0_18:1_18:2)_and_TG(17:1_18:1_18:1)_and_TG(16:1_18:1_19:1)_and_TG(16:0_18:1_19:2)_M+NH3_feature4	2																					
	TG(54:3)>TG(18:1/18:1/18:1)_M+NH3_feature8	2																					
	TG(56:4)>TG(18:1_18:2_20:1)_and_TG(18:1_18:1_20:2)_M+NH3_feature4	2																					
	TG(56:5)>TG(16:0_18:1_22:4)_M+NH3_feature4	2																					
	TG(56:7)_M+NH3_feature5	2																					
	dTTP	2																					
	m-hydroxybenzoate	2																					
	LPC(20:0)	2																					
	Leucine/Isoleucine	2																					
	PE(O-16:1/16:0)	2																					
	PE(O-38:6)>PE(O-18:2/20:4)_and_PE(O-16:1/22:5)_feature3	2																					
	cis-Aconitic acid	2																					
	deoxyguanosine	2																					
	imidazole propionate	2																					
	spermidine	2																					
	DG(34:2)>DG(16:0_18:2_0:0)_M+NH3_feature3	2																					
	DG(36:2)>DG(18:1_18:1_0:0)_feature3	2																					
	LPC(16:0/0:0)_and_LPC(0:0/16:0)_feature1and2	2																					
	PE(36:5)>PE(16:1_20:4)_feature2	2																					
	PG(44:12)>PG(22:6/22:6)_feature1	2																					
	AMP	2																					
	C34:2 PE plasmalogen	2																					
	C34:3 PC	2																					
	Cer(d44:1)>Cer(d18:1/26:0)_feature1	2																					
	N-acetylgalactosamine	2																					
	Octadecadienoic acid	2																					
	PC(34:3)>PC(16:0_18:3)_M+H2CO2_feature3	2																					
	PC(36:5)_feature2	2																					
	PC(36:5)_feature4	2																					
	PC(38:5)>PC(16:0_22:5)_and_PC(18:1_20:4)_M+H2CO2_feature3	2																					
	PE(42:8)>PE(20:4_22:4)_feature4	2																					
	PS(40:7)_feature1	2																					
	TG(54:8)_M+NH3_feature2	2																					
	coenzyme A	2																					
	PC(34:4)>PC(14:0_20:4)_M+H2CO2_feature3	2																					
	PC(42:9)_feature2	2																					
	PC(36:4)_feature3	2																					
	PC(O-38:5)_feature1	2																					
	PC(O-38:7)_feature1	2																					
	PS(36:2)_feature4	2																					
	SM(d35:1)	2																					
	SM(d42:3)_feature1	2																					
	TG(57:2)_M+NH3_feature1	2																					
	C22:5 LPC	2																					
	PE(38:5)_feature4	2																					
	PGE2	2																					
	TG(48:2)>TG(14:0_16:0_18:2)_and_TG(14:0_16:1_18:1)_M+NH3_feature2	2																					
	XMP	2																					
	C10 carnitine	2																					
	C12:1 carnitine	2																					
	PC(40:5)_feature3	2																					
	PE(40:7)_feature1	2																					
	TG(38:0)>TG(10:0_12:0_16:0)_and_TG(10:0_10:0_18:0)_and_TG(8:0_12:0_18:0)_M+NH3_feature2	2																					
	TG(38:0)>TG(10:0_12:0_16:0)_and_TG(10:0_10:0_18:0)_and_TG(8:0_12:0_18:0)_M+NH3_feature3	2																					
	TG(49:3)_M+NH3_feature2	2																					
	TG(50:2)>TG(16:0_16:1_18:1)_and_TG(14:0_18:1_18:1)_M+NH3_feature2	2																					
	TG(50:4)>TG(16:1_16:1_18:2)_M+NH3_feature2	2																					
	TG(50:5)_feature2	2																					
	TG(52:5)>TG(16:0_18:2_18:3)_M+NH3_feature5	2																					
	TG(58:11)_M+NH3_feature1	2																					
	gamma-glutamyltyrosine	2																					
	gluconate	2																					
	Cer(d41:2)>Cer(d18:2/23:0)_feature2	2																					
	Isoleucine	2																					
	Oxoglutaric acid	2																					
	PC(35:4)_feature2	2																					
	PC(36:3)_feature2	2																					
	PC(38:5)_feature1	2																					
	PC(40:6)>PC(18:0_22:6) _M+H2CO2_feature3	2																					
	PC(40:7)>PC(18:2_22:5)_M+H2CO2_feature1	2																					
	PC(40:8)_feature1	2																					
	PC(42:10)>PC(20:4_22:6) _M+H2CO2_feature1	2																					
	PC(42:2)_feature2	2																					
	PC(42:3)_feature1	2																					
	PC(42:7)_feature4	2																					
	PC(O-34:2)_feature2	2																					
	PE(36:4)>(16:0_20:4)_feature3	2																					
	PE(38:5)>PE(16:0_22:5)_and_PE(18:1_20:4)_feature5	2																					
	PE(O-36:2)>PE(O-18:1/18:1)_feature2	2																					
	PE(O-40:8)>PE(O-18:2/22:6)_feature2	2																					
	PS(36:2)>PS(18:0_18:2)_feature4	2																					
	SM(d44:3)_feature1	2																					
	TG(50:0)>TG(16:0_16:0_18:0)_M+NH3_feature3	2																					
	TG(52:1)>TG(16:0_18:0_18:1)_and_TG(16:0_16:0_20:1)_feature3	2																					
	TG(52:5)>TG(16:1_18:2_18:2)_M+NH3_feature3	2																					
	TG(56:7)_M+NH3_feature3	2																					
	TG(58:2)_M+NH3_feature3	2																					
	TG(58:5)_M+NH3_feature6	2																					
	TG(58:6)_M+NH3_feature5	2																					
	TG(58:7)>TG(18:0_18:1_22:6)_M+NH3_feature3	2																					
	dCTP	2																					
	phenylacetate	2																					
	proline-betaine	2																					
	N1-methyl-2-pyridone-5-carboxamide	2																					
	PC(O-36:4)_feature2	2																					
	Cortisol	2																					
	DG(36:2)>DG(18:0_18:2_0:0)_M+NH3_feature2	2																					
	DG(36:5)>DG(18:2_18:3_0:0)_M+NH3_feature1	2																					
	LPC(18:1)	2																					
	N-acetylglutamine	2																					
	PC(40:7)_feature2	2																					
	PC(42:10)>PC(20:4_22:6)_M+H2CO2_feature1	2																					
	PC(42:9)_feature1	2																					
	PC(O-36:1)_feature3	2																					
	PE(35:2)>PE(17:0_18:2)_feature1	2																					
	PE(O-38:6)>PE(O-18:2/20:4)_and_PE(O-16:1/22:5)_feature2	2																					
	PG(38:6)>PG(18:2_20:4)_feature1	2																					
	C40:7 PE plasmalogen	2																					
	CE(20:4)_M+NH3_feature1	2																					
	Car(18:0-OH)_feature1	2																					
	Car(20:1)_feature1	2																					
	Car(24:0)_feature1	2																					
	Car(24:1)_feature1	2																					
	Car(26:1)_feature1	2																					
	PC(38:6)_feature1	2																					
	PE(O-40:7)>PE(O-18:1/22:6)_and_PE(O-22:7/18:0)_feature10	2																					
	SM(d40:1)_feature1	2																					
	indoleacetate	2																					
	linoleoyl ethanolamide	2																					
	Car(22:4)_feature1	2																					
	Aspartate	2																					
	C16:1 LPC plasmalogen	2																					
	Citric acid	2																					
	"GTInternalStandard_PE(33:1(d7))>PE(15:0/18:1(9z,d7))_feature1"	2																					
	PE(O-40:7)>PE(O-18:2/22:5)_feature4	2																					
	TG(40:1)_M+NH3_feature1	2																					
	TG(40:4)>TG(4:0_18:2_18:2)_M+NH3_feature1	2																					
	FA(16:0)	1																					
	CoA(18:3)	1																					
	TG(58:9)_M+NH3_feature1	1																					
	PC(44:4)_feature2	1																					
	PE(O-34:1)>PE(O-18:1_16:0)_feature2	1																					
	PE(O-38:5)>PE(O-18:1/20:4)_feature3	1																					
	TG(40:3)>TG(4:0_18:1_18:2)_M+NH3_feature1	1																					
	PI(40:6)>PI(18:0_22:6)_feature1	1																					
	TG(54:7)>TG(18:2_18:2_18:3)_M+NH3_feature3	1																					
	MG(18:1)_a_b	1																					
	Cer(d40:2)>Cer(d18:2/22:0)_feature2	1																					
	DG(38:6)>DG(18:2_20:4_0:0)_M+NH3_feature1	1																					
	CoA(21:2)	1																					
	SM(d40:0)_feature1	1																					
	TG(51:5)>TG(15:0_18:2_18:3)_and_TG(51:5)>TG(15:1_18:2_18:2)_M+NH3_feature2	1																					
	TG(56:3)>TG(18:1_18:1_20:1)_and_TG(18:1_18:2_20:0)_and_TG(18:0_18:2_20:1)_and_TG(16:0_18:1_22:2)_M+NH3_feature3	1																					
	C18:2 LPC B	1																					
	TG(54:3)>TG(18:0_18:1_18:2)_and_TG(18:1/18:1/18:1)_and_TG(16:0_18:2_20:1)_M+NH3_feature8	1																					
	TG(55:5)>TG(18:2_18:2_19:1)_and_TG(18:1_18:2_19:2)_M+NH3_feature3	1																					
	FA(14:0-OH)	1																					
	Car(19:0)_feature1	1																					
	PC(38:3)_feature2	1																					
	PS(38:4)>PS(18:0_20:4)_feature4	1																					
	TG(54:6)>TG(18:2/18:2/18:2)_M+NH3_feature1	1																					
	TG(58:10)_M+NH3_feature1	1																					
	PC(33:0)_feature1	1																					
	PC(40:4)>PC(20:0_20:4)_M+H2CO2_feature3	1																					
	TG(40:3)>TG(4:0_18:1_18:2)_feature2	1																					
	DG(32:1)>DG(16:0_16:1_0:0)_feature1	1																					
	PE(34:0)>PE(16:0_18:0)_feature2	1																					
	LPE(16:0)>LPE(16:0/0:0)_and_LPE(0:0/16:0)_feature1and2	1																					
	PC(35:4)_feature4	1																					
	PC(36:0)>PC(18:0/18:0)_M+H2CO2_feature3	1																					
	TG(57:4)_M+NH3_feature2	1																					
	DG(32:0)>DG(16:0_16:0_0:0)_M+NH3_feature2	1																					
	PC(41:2)_feature3	1																					
	PC(46:5)_feature2	1																					
	PC(32:1)>PC(14:0_18:1)_and_PC(16:0_16:1)_M+H2CO2_feature1	1																					
	PC(39:4)>PC(19:0_20:4)_M+H2CO2_feature3	1																					
	TG(53:3)>TG(17:0_18:1_18:2)_and_TG(17:1_18:1_18:1)_and_TG(16:1_18:1_19:1)_and_TG(16:0_18:1_19:2)_M+NH3_feature1	1																					
	Cholesterol	1																					
	PC(O-32:1)>PC(O-16:1/16:0)_M+H2CO2_feature2	1																					
	LPC(19:0)>LPC(0:0/19:0)_feature1	1																					
	LPC(20:1/0:0)_and_LPC(0:0/20:1)_feature3	1																					
	TG(36:0)>TG(10:0_12:0_14:0)_and_TG(10:0_10:0_16:0)_M+NH3_feature2	1																					
	TG(36:0)>TG(4:0_16:0_16:0)_M+NH3_feature1	1																					
	FA(17:0)	1																					
	N-undecanoylglycine	1																					
	PE(O-38:5)>PE(O-16:0/22:5)_feature3	1																					
	alanine-13C3	1																					
	Eicosanoyl-EA	1																					
	DG(36:2)>DG(18:1_18:1_0:0)_M+NH3_feature3	1																					
	MG(14:0_0:0_0:0)	1																					
	PC(32:3)_feature1	1																					
	PI(38:5)>PI(18:1_20:4)_feature1	1																					
	TG(60:10)>TG(18:0_20:4_22:6)_M+NH3_feature5	1																					
	2-deoxyglucose	1																					
	LPE(O-18:2)_feature1	1																					
	PE(O-39:5)_feature2	1																					
	DG(34:1)>DG(16:0_18:1_0:0)_feature2	1																					
	SM(d35:2)_feature1	1																					
	SM(d38:3)_feature1	1																					
	FA(12:0-OH)	1																					
	LPC(20:4)_rp_a_b	1																					
	PE(O-40:7)_feature10	1																					
	2-hydroxybutyrate	1																					
	ADP-ribose	1																					
	Cer(d39:1)>Cer(d18:1/21:0)_feature1	1																					
	Cer(d42:1)_M+H2CO2_feature3	1																					
	LPC(20:1)>LPC(20:1/0:0)_feature2	1																					
	PC(39:6)>PC(17:0_22:6)_M+H2CO2_feature3	1																					
	PC(O-40:6)_feature5	1																					
	homocysteate	1																					
	tryptophan-15N2	1																					
	CoA(8:0)	1																					
	LPC(20:4)>LPC(20:4/0:0)_and_LPC(0:0/20:4)_M+H2CO2_feature1and2	1																					
	TG(55:2)>TG(18:1_18:1_19:0)_M+NH3_feature2	1																					
	pterin	1																					
	"trans-cyclohexane-1,2-diol"	1																					
	CAR(16:0(OH))	1																					
	PC(34:0)>PC(16:0_18:0) M+ H2CO2_feature4	1																					
	GTInternalStandard_DG(33:1(d7))>DG(15:0/18:1(d7)/0:0)_feature1	1																					
	PC(40:7)>PC(18:1_22:6)_M+H2CO2_feature3	1																					
	PC(O-36:0)_feature1	1																					
	PC(O-40:4)_feature2	1																					
	PC(O-40:6)_feature4	1																					
	PE(O-40:4)>PE(O-20:0/20:4)_feature2	1																					
	PE(O-42:5)>PE(O-20:1/22:4)_feature1	1																					
	PI(38:4)>PI(18:0_20:4)_feature3	1																					
	SM(d18:1/18:0)	1																					
	SM(d42:1)_M+H2CO2_feature1	1																					
	SM(d42:2)_feature1	1																					
	TG(53:4)>TG(17:0_18:2_18:2)_and_TG(17:1_18:1_18:2)_M+NH3_feature1	1																					
	TG(54:3)>TG(18:1/18:1/18:1)_M+NH3_feature7	1																					
	FA(8:0-OH)	1																					
	TG(38:4)>TG(2:0_18:2_18:2)_feature1	1																					
	Linoleoyl-EA	1																					
	PI(36:2)>PI(18:0_18:2)_feature2	1																					
	TG(39:1)_M+NH3_feature2	1																					
	TG(42:1)_M+NH3_feature2	1																					
	N1-acetylspermine	1																					
	C18:0 LPE	1																					
	2-hydroxy-3-methylbutyrate	1																					
	ADP	1																					
	CTP	1																					
	LPE(20:0/0:0)_feature2	1																					
	MG(14:0)_rp_a	1																					
	PC(O-40:6)_feature6	1																					
	PE(41:6)>PE(19:0_22:6)_feature2	1																					
	PE(42:10)>PE(20:4_22:6)_feature1	1																					
	TG(54:3)>TG(18:0_18:1_18:2)_and_TG(18:1/18:1/18:1)_and_TG(16:0_18:2_20:1)_M+NH3_feature9	1																					
	TG(54:4)>TG(18:1_18:1_18:2)_feature4	1																					
	TG(56:8)>TG(18:2_18:2_20:4)_M+NH3_feature3	1																					
	PC(35:2)	1																					
	Car(15:0)_feature2	1																					
	Car(17:0)_feature2	1																					
	CoA(22:6)	1																					
	PC(34:4)_feature5	1																					
	PE(36:4)_feature3	1																					
	SM(d42:1)_M+H2CO2_feature2	1																					
	SM(d44:1)	1																					
	TG(49:2)_M+NH3_feature4	1																					
	TG(51:1)_M+NH3_feature3	1																					
	TG(52:3)>TG(16:0_18:1_18:2)_and_TG(16:1_18:1_18:1)_M+NH3_feature4	1																					
	TG(54:6)>TG(16:0_16:0_22:6)_M+NH5_feature6	1																					
	TG(54:7)>TG(18:2_18:2_18:3)_M+NH3_feature2	1																					
	TG(56:4)>TG(18:0_18:0_20:4)_M+NH3_feature3	1																					
	TG(56:8)>TG(18:2_18:2_20:4)_M+NH3_feature4	1																					
	TG(58:8)_M+NH3_feature3	1																					
	urobilin	1																					
	PC(34:3)>PC(16:1_18:2)_M+H2CO2_feature2	1																					
	PE(O-36:3)>PE(O-18:2/18:1)_feature3	1																					
	PE(O-36:4)>PE(O-16:1/20:3)_feature2	1																					
	PE(O-36:4)>PE(O-18:2/18:2)_feature1	1																					
	Phe-Trp	1																					
	SiE(20:4)_feature3	1																					
	TG(46:1)>TG(12:0_16:0_18:1)_and_TG(10:0_18:0_18:1)_and_TG(14:0_16:0_16:1)_M+NH3_feature1	1																					
	TG(51:0)>TG(16:0_17:0_18:0)_and_TG(16:0_16:0_19:0)_and_TG(15:0_17:0_19:0) M + NH3_feature2	1																					
	C20:3 LPC B	1																					
	"GTInternalStandard_PC(18:1(d7))>PC(18:1(9z,d7)/0:0)_and_PC(18:1(d7))>PC(0:0/18:1(9z,d7))_feature1"	1																					
	LPC(0:0/20:2)_feature1	1																					
	LPC(15:0/0:0)_and_LPC(0:0/15:0)_feature1and2	1																					
	LPC(16:1/0:0)_and_LPC(0:0/16:1)_feature1and2	1																					
	LPC(18:0)_feature2	1																					
	LPC(19:1/0:0)_and_LPC(0:0/19:1)_feature1and2	1																					
	LPC(20:4)_feature2	1																					
	LPE(18:1/0:0)_and_LPE(0:0/18:1)_feature1and2	1																					
	PC(37:5)_feature4	1																					
	PC(46:5)_feature1	1																					
	PE(O-40:4)_feature4	1																					
	SM(d40:1)_feature2	1																					
	TG(50:2)>TG(16:0_16:1_18:1)_and_TG(14:0_18:1_18:1)_M+NH3_feature1	1																					
	TG(51:5)>TG(15:0_18:2_18:3)_and_TG(15:1_18:2_18:2)_M+NH3_feature2	1																					
	DG(40:6)>DG(18:0_22:6_0:0)_feature6	1																					
	HexCer(d40:1-OH)>HexCer(d18:1/22:0-OH)_feature2	1																					
	LPC(17:0/0:0)_and_LPC(0:0/17:0)_feature1and2	1																					
	LPC(18:1)>LPC(18:1/0:0)_and_LPC(0:0/18:1)_feature1and2	1																					
	TG(38:2)>TG(4:0_16:1_18:1)_and_TG(4:0_16:0_18:2)_M+NH3_feature1	1																					
	TG(38:3)>TG(4:0_16:1_18:2)_M+NH3_feature1	1																					
	TG(40:1)_feature2	1																					
	TG(40:5)>TG(4:0_18:2_18:3)_M+NH3_feature1	1																					
	TG(46:5)>TG(10:0_18:2_18:3)_feature1	1																					
	TG(55:2)_M+NH3_feature2	1																					
	oxypurinol	1																					
	TG(39:1)_M+NH3_feature1	1																					
	CL(76:12)_feature1	1																					
	Car(14:2-OH)_feature1	1																					
	Cer(d40:1)>Cer(d18:1/22:0)_feature2	1																					
	Cer(d40:2)_M+H2CO2_feature2	1																					
	DG(36:1)>DG(18:0_18:1_0:0)_M+NH3_feature2	1																					
	FA(14:1)	1																					
	LPC(18:1)_rp_b	1																					
	PC(34:0)>PC(16:0_18:0)_M+H2CO2_feature3	1																					
	PC(O-40:7)_feature2	1																					
	PE(O-42:7)>PE(O-20:1/22:6)_feature3	1																					
	PG(40:6)>PG(18:0_22:6)_feature4	1																					
	PS(40:8)>PS(20:4/20:4)_feature2	1																					
	TG(55:1)>TG(18:0_18:1_19:0)_and_TG(16:0_18:1_21:0)_M+NH3_feature2	1																					
	TG(58:8)>TG(18:2_18:2_22:4)_M+NH3_feature1	1																					
	PC(30:0)	1																					
	Sulfatide(d42:2-OH)_feature1	1																					
	Car(18:3)_feature1	1																					
	CoA(20:5)	1																					
	CoA(3:0)	1																					
	DG(36:4)>DG(16:0_20:4_0:0)_feature2	1																					
	DG(40:4)>DG(18:0_22:4_0:0)_M+NH3_feature3	1																					
	FA(16:1)	1																					
	HexCer(d42:0-OH)_M+H2CO2_feature1	1																					
	PC(39:6)_feature7	1																					
	PG(42:10)>PG(20:4_22:6)_feature1	1																					
	TG(50:4)>TG(16:1_16:1_18:2)_and_TG(16:1_16:1_18:2)_M+NH3_feature2	1																					
	TG(52:6)_M+NH3_feature4	1																					
	TG(54:5)>TG(18:1_18:2_18:2)_M+NH3_feature5	1																					
	TG(54:6)>TG(18:2/18:2/18:2)_and_TG(18:1_18:2_18:3)_M+NH3_feature2	1																					
	TG(58:5)_M+NH3_feature2	1																					
	UDP-glucose	1																					
	trimethylbenzene	1																					
	C14:0 SM	1																					
	LPE(20:0)>LPE(20:0/0:0)_feature2	1																					
	PE(O-35:3)>PE(O-18:2/17:1)_and_PE(O-17:2/18:1)_feature1	1																					
	PG(36:5)>PG(16:0_20:5)_feature2	1																					
	"11,12-EpETrE"	1																					
	4-pyridoxate	1																					
	LPC(23:0/0:0)_feature2	1																					
	LPE(18:0/0:0)_and_LPE(0:0/18:0)_feature1and2	1																					
	LPE(20:0)_feature2	1																					
	PC(O-38:4)_feature2	1																					
	PC(O-40:4)>PC(O-20:0/20:4)_M+H2CO2_feature2	1																					
	PC(O-42:6)_feature4	1																					
	PI(36:2)_feature2	1																					
	SM(d36:3)	1																					
	SiE(20:4)_M+NH3_feature2	1																					
	SiE(22:6)_M+NH3_feature1	1																					
	TG(52:2)>TG(16:0_18:1_18:1)_and_TG(16:0_18:0_18:2)_M+NH3_feature4	1																					
	TG(52:6)>TG(16:1_18:2_18:3)_and_TG(52:6)>TG(16:2_18:2_18:2)_M+NH3_feature4	1																					
	TG(54:1)>TG(18:0_18:0_18:1)_and_TG(16:1_18:0_20:0)_and_TG(16:0_18:0_20:1)_M+NH3_feature3	1																					
	Ethanolamine	1																					
	Ile-Val	1																					
	TG(36:1)>TG(8:0_10:0_18:1)_and_TG(10:0_10:0_16:1)_feature3	1																					
	TG(38:1)>TG(10:0_10:0_18:1)_and_TG(10:0_12:0_16:1)_and_TG(8:0_12:0_18:1)_feature2	1																					
	TG(38:2)>TG(4:0_16:1_18:1)_and_TG(4:0_16:0_18:2)_feature3	1																					
	TG(46:3)>TG(10:0_18:1_18:2)_and_TG(12:0_16:1_18:2)_feature1	1																					
	TG(46:6)>TG(8:0_16:0_22:6)_M+NH3_feature1	1																					
	TG(50:7)>TG(10:0_18:2_22:5)_M+NH3_feature1	1																					
	TG(54:8)_M+NH3_feature3	1																					
	TG(58:2)_feature3	1																					
	indole lactate	1																					
	DG(36:3)>DG(18:1_18:2_0:0)_M+NH3_feature2	1																					
	PC(35:4)_feature3	1																					
	PE(O-38:4)_feature3	1																					
	PI(36:1)>PI(18:0_18:1)_feature1	1																					
	TG(40:1)_M+NH3_feature2	1																					
	TG(42:0)>TG(10:0_16:0_16:0)_and_TG(12:0_14:0_16:0)_M+NH3_feature1	1																					
	CDP	1																					
	DG(36:2)>DG(18:0_18:2_0:0)_M+NH3_feature4	1																					
	FA(12:0)	1																					
	FA(14:2)	1																					
	FA(15:0)	1																					
	LPE(16:0)>LPE(16:0/0:0)_feature2	1																					
	PA(34:1)_M+NH3_feature1	1																					
	PC(32:0)	1																					
	PC(38:6)>PC(16:0_22:6)_and_PC(38:6)>PC(18:0_20:6)_M+H2CO2_feature2	1																					
	PC(40:1)_feature1	1																					
	PC(O-38:7)_feature6	1																					
	PE(36:0)>PE(18:0/18:0)_feature1	1																					
	PE(44:10)>PE(22:4_22:6)_feature2	1																					
	PE(O-40:8)>PE(O-22:8/18:0)_and_PE(O-18:2/22:6)_feature2	1																					
	PS(36:2)>PS(18:1_18:1)_feature3	1																					
	S-adenosylmethionine	1																					
	SM(d42:2)_M+H2CO2_feature1and2	1																					
	TG(56:1)_M+NH3_feature2	1																					
	epibrassinolide+HCOOH	1																					
	"fructose 1,6-biphosphate"	1																					
	glycerol 3-phosphate	1																					
	Car(11:0)	1																					
	"9,10-DiHOME"	1																					
	PC(35:2)_feature1	1																					
	PE(38:5)>PE(18:1_20:4)_feature8	1																					
	tryptamine	1																					
	C36:3 PS plasmalogen	1																					
	CoA(15:1)	1																					
	CoA(17:1)	1																					
	MG(18:1_0:0_0:0)	1																					
	PE(36:3)>PE(16:0_20:3)_and_PE(36:3)>PE(18:1_18:2)_feature2	1																					
	SM(d41:1)	1																					
	TG(54:5)>TG(18:1_18:2_18:2)_M+NH3_feature2	1																					
	TG(55:2)>TG(18:1_18:1_19:0)_M+NH3_feature1	1																					
	TG(55:3)>TG(18:1_18:1_19:1)_and_TG(18:1_18:2_19:0)_M+NH3_feature3	1																					
	TG(58:11)_M+NH3_feature2	1																					
	TG(58:8)>TG(18:0_20:4_20:4)_and_TG(18:0_18:2_22:6)_M+NH3_feature6	1																					
	TG(58:8)_M+NH3_feature5	1																					
	Oleic acid	1																					
	PE(40:4)>PE(18:0_22:4)_feature4	1																					
	PE(42:4)>PE(20:4_22:0)_feature1	1																					
	PG(38:5)>PG(18:1_20:4)_M+NH3_feature2	1																					
	PG(40:7)>PG(18:1_22:6)_feature1	1																					
	TG(50:2)>TG(16:0_16:1_18:1)_and_TG(14:0_18:1_18:1)_feature3	1																					
	TG(52:0)>TG(16:0_16:0_20:0)_M+NH3_feature3	1																					
	CE(18:3)_M+NH3_feature1	1																					
	Cer(d36:1)>Cer(d18:1/18:0)_feature1	1																					
	Cer(d40:1)>Cer(d18:1/22:0)_feature1	1																					
	Cer(d40:2)>Cer(d18:1/22:1)_feature1	1																					
	Cer(d42:1)>Cer(d18:1/24:0)_feature2	1																					
	FA(20:5)_feature1	1																					
	"GTInternalStandard_SM(d36:2(d9))>SM(d18:1/18:1(9z,d9))_feature1"	1																					
	Indolelactic acid	1																					
	LPC(17:1/0:0)_feature2	1																					
	LPC(18:0/0:0)_feature2	1																					
	LPC(18:2/0:0)_feature2	1																					
	LPC(20:3)_feature1and2	1																					
	LPC(24:1/0:0)_feature1and2	1																					
	PC(35:0)_feature3	1																					
	PC(39:3)_feature2	1																					
	PC(42:5)_feature6	1																					
	PC(43:4)_feature1	1																					
	PC(O-40:3)_feature1	1																					
	PI(38:5)>PI(18:1_20:4)_feature2	1																					
	SM(d40:1)_M+H2CO2_feature1	1																					
	SM(d43:2)_M+H2CO2_feature1	1																					
	SiE(20:4)_M+NH3_feature1	1																					
	StE(20:4)_and_SiE(20:5)_feature1	1																					
	TG(52:5)>TG(16:1_18:2_18:2)_M+NH3_feature1	1																					
	TG(53:1)>TG(16:0_18:1_19:0)_and_TG(17:0_18:0_18:1)_M+NH3_feature1	1																					
